ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
PAKK,small_airport,Koyuk Alfred Adams Airport,64.9394989,-161.154007,154,NA,US,US-AK,Koyuk,PAKK,KKA,KKA
PAKL,small_airport,Kulik Lake Airport,58.98210144,-155.1210022,717,NA,US,US-AK,Kulik Lake,PAKL,LKK,LKK
PAKN,medium_airport,King Salmon Airport,58.67679977,-156.6490021,73,NA,US,US-AK,King Salmon,PAKN,AKN,AKN
PAKO,small_airport,Nikolski Air Station,52.9416008,-168.848999,77,NA,US,US-AK,Nikolski,PAKO,IKO,IKO
PAKP,medium_airport,Anaktuvuk Pass Airport,68.13359833,-151.7429962,2102,NA,US,US-AK,Anaktuvuk Pass,PAKP,AKP,AKP
PAKT,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,89,NA,US,US-AK,Ketchikan,PAKT,KTN,KTN
PAKU,small_airport,Ugnu-Kuparuk Airport,70.33080292,-149.5980072,67,NA,US,US-AK,Kuparuk,PAKU,UUK,UBW
PAKV,small_airport,Kaltag Airport,64.31909943,-158.7409973,181,NA,US,US-AK,Kaltag,PAKV,KAL,KAL
PAKW,medium_airport,Klawock Airport,55.57920074,-133.076004,80,NA,US,US-AK,Klawock,PAKW,KLW,AKW
PAKY,small_airport,Karluk Airport,57.56710052,-154.4499969,137,NA,US,US-AK,Karluk,PAKY,KYK,KYK
PALB,small_airport,Larsen Bay Airport,57.53509903,-153.9779968,87,NA,US,US-AK,Larsen Bay,PALB,KLN,2A3
PALG,small_airport,Kalskag Airport,61.53630066,-160.3410034,55,NA,US,US-AK,Kalskag,PALG,KLG,KLG
PALP,small_airport,Alpine Airstrip,70.34429932,-150.9450073,18,NA,US,US-AK,Deadhorse,PALP,DQH,AK15
PALR,small_airport,Chandalar Lake Airport,67.50450134,-148.4830017,1920,NA,US,US-AK,Chandalar Lake,PALR,WCR,WCR
PALU,medium_airport,Cape Lisburne LRRS Airport,68.87509918,-166.1100006,16,NA,US,US-AK,Cape Lisburne,PALU,LUR,LUR
PAMB,small_airport,Manokotak Airport,58.99020004,-159.0500031,100,NA,US,US-AK,Manokotak,PAMB,KMO,MBA
PAMC,medium_airport,McGrath Airport,62.95289993,-155.6060028,341,NA,US,US-AK,McGrath,PAMC,MCG,MCG
PAMD,small_airport,Middleton Island Airport,59.44990158,-146.3070068,100,NA,US,US-AK,Middleton Island,PAMD,MDO,MDO
PAML,small_airport,Manley Hot Springs Airport,64.99759674,-150.6439972,270,NA,US,US-AK,Manley Hot Springs,PAML,MLY,MLY
PAMO,small_airport,Mountain Village Airport,62.09540176,-163.6820068,337,NA,US,US-AK,Mountain Village,PAMO,MOU,MOU
PAMR,medium_airport,Merrill Field,61.21350098,-149.8439941,137,NA,US,US-AK,Anchorage,PAMR,MRI,MRI
PAMY,medium_airport,Mekoryuk Airport,60.37139893,-166.2709961,48,NA,US,US-AK,Mekoryuk,PAMY,MYU,MYU
PANA,small_airport,Napakiak Airport,60.69029999,-161.9790039,17,NA,US,US-AK,Napakiak,PANA,WNA,WNA
PANC,large_airport,Ted Stevens Anchorage International Airport,61.17440033,-149.9960022,152,NA,US,US-AK,Anchorage,PANC,ANC,ANC
PANI,medium_airport,Aniak Airport,61.58160019,-159.5429993,88,NA,US,US-AK,Aniak,PANI,ANI,ANI
PANN,medium_airport,Nenana Municipal Airport,64.54730225,-149.0740051,362,NA,US,US-AK,Nenana,PANN,ENN,ENN
PANR,seaplane_base,Funter Bay Seaplane Base,58.25439835,-134.897995,0,NA,US,US-AK,Funter Bay,PANR,FNR,FNR
PANT,medium_airport,Annette Island Airport,55.04240036,-131.5720062,119,NA,US,US-AK,Annette,PANT,ANN,ANN
PANV,medium_airport,Anvik Airport,62.64670181,-160.1909943,291,NA,US,US-AK,Anvik,PANV,ANV,ANV
PANW,small_airport,New Stuyahok Airport,59.44990158,-157.3280029,364,NA,US,US-AK,New Stuyahok,PANW,KNW,KNW
PAOB,small_airport,Kobuk Airport,66.91230011,-156.8970032,137,NA,US,US-AK,Kobuk,PAOB,OBU,OBU
PAOC,small_airport,Portage Creek Airport,58.90650177,-157.7140045,137,NA,US,US-AK,Portage Creek,PAOC,PCA,A14
PAOH,small_airport,Hoonah Airport,58.09609985,-135.4100037,19,NA,US,US-AK,Hoonah,PAOH,HNH,HNH
PAOM,medium_airport,Nome Airport,64.5121994,-165.4450073,37,NA,US,US-AK,Nome,PAOM,OME,OME
PAOO,small_airport,Toksook Bay Airport,60.54140091,-165.0870056,59,NA,US,US-AK,Toksook Bay,PAOO,OOK,OOK
PAOR,medium_airport,Northway Airport,62.9612999,-141.9290009,1715,NA,US,US-AK,Northway,PAOR,ORT,ORT
PAOT,medium_airport,Ralph Wien Memorial Airport,66.88469696,-162.598999,14,NA,US,US-AK,Kotzebue,PAOT,OTZ,OTZ
PAPB,medium_airport,St George Airport,56.57830048,-169.6620026,125,NA,US,US-AK,St George,PAPB,STG,PBV
PAPC,medium_airport,Port Clarence Coast Guard Station,65.25370026,-166.8589935,10,NA,US,US-AK,Port Clarence,PAPC,KPC,KPC
PAPE,small_airport,Perryville Airport,55.90599823,-159.1629944,29,NA,US,US-AK,Perryville,PAPE,KPV,PEV
PAPG,medium_airport,Petersburg James A Johnson Airport,56.80170059,-132.9450073,111,NA,US,US-AK,Petersburg,PAPG,PSG,PSG
PAPH,medium_airport,Port Heiden Airport,56.95909882,-158.6329956,95,NA,US,US-AK,Port Heiden,PAPH,PTH,PTH
PAPK,small_airport,Napaskiak Airport,60.70289993,-161.7779999,24,NA,US,US-AK,Napaskiak,PAPK,PKA,PKA
PAPM,medium_airport,Platinum Airport,59.01139832,-161.8200073,15,NA,US,US-AK,Platinum,PAPM,PTU,PTU
PAPN,small_airport,Pilot Point Airport,57.58039856,-157.5720062,57,NA,US,US-AK,Pilot Point,PAPN,PIP,PNP
PAPO,small_airport,Point Hope Airport,68.34880066,-166.798996,12,NA,US,US-AK,Point Hope,PAPO,PHO,PHO
PAQH,small_airport,Quinhagak Airport,59.75510025,-161.8450012,42,NA,US,US-AK,Quinhagak,PAQH,KWN,AQH
PAQT,medium_airport,Nuiqsut Airport,70.20999908,-151.0059967,38,NA,US,US-AK,Nuiqsut,PAQT,NUI,AQT
PARC,medium_airport,Arctic Village Airport,68.11470032,-145.5789948,2092,NA,US,US-AK,Arctic Village,PARC,ARC,ARC
PARY,medium_airport,Ruby Airport,64.72720337,-155.4700012,658,NA,US,US-AK,Ruby,PARY,RBY,RBY
PASA,medium_airport,Savoonga Airport,63.68640137,-170.4929962,53,NA,US,US-AK,Savoonga,PASA,SVA,SVA
PASC,medium_airport,Deadhorse Airport,70.19470215,-148.4649963,65,NA,US,US-AK,Deadhorse,PASC,SCC,SCC
PASD,medium_airport,Sand Point Airport,55.31499863,-160.522995,21,NA,US,US-AK,Sand Point,PASD,SDP,SDP
PASH,medium_airport,Shishmaref Airport,66.24960327,-166.0890045,12,NA,US,US-AK,Shishmaref,PASH,SHH,SHH
PASI,medium_airport,Sitka Rocky Gutierrez Airport,57.04710007,-135.3619995,21,NA,US,US-AK,Sitka,PASI,SIT,SIT
PASK,medium_airport,Selawik Airport,66.60009766,-159.9859924,17,NA,US,US-AK,Selawik,PASK,WLK,WLK
PASL,small_airport,Sleetmute Airport,61.70050049,-157.1660004,190,NA,US,US-AK,Sleetmute,PASL,SQL,SLQ
PASM,medium_airport,St Mary's Airport,62.0605011,-163.302002,312,NA,US,US-AK,St Mary's,PASM,KSM,KSM
PASN,medium_airport,St Paul Island Airport,57.16730118,-170.2200012,63,NA,US,US-AK,St Paul Island,PASN,SNP,SNP
PASP,small_airport,Sheep Mountain Airport,61.81200027,-147.5070038,2750,NA,US,US-AK,Sheep Mountain,PASP,SMU,SMU
PAST,small_airport,Summit Airport,63.33150101,-149.1269989,2409,NA,US,US-AK,Summit,PAST,UMM,UMM
PASV,medium_airport,Sparrevohn LRRS Airport,61.09740067,-155.5740051,1585,NA,US,US-AK,Sparrevohn,PASV,SVW,SVW
PASW,small_airport,Skwentna Airport,61.96530151,-151.1909943,148,NA,US,US-AK,Skwentna,PASW,SKW,SKW
PASX,medium_airport,Soldotna Airport,60.47570038,-151.0339966,113,NA,US,US-AK,Soldotna,PASX,SXQ,SXQ
PASY,medium_airport,Eareckson Air Station,52.71229935,174.1139984,95,NA,US,US-AK,Shemya,PASY,SYA,SYA
PATA,small_airport,Ralph M Calhoun Memorial Airport,65.17440033,-152.1089935,236,NA,US,US-AK,Tanana,PATA,TAL,TAL
PATC,small_airport,Tin City Long Range Radar Station Airport,65.56310272,-167.9219971,271,NA,US,US-AK,Tin City,PATC,TNC,TNC
PATE,small_airport,Teller Airport,65.24040222,-166.3390045,294,NA,US,US-AK,Teller,PATE,TLA,TER
PATG,medium_airport,Togiak Airport,59.05279922,-160.3970032,21,NA,US,US-AK,Togiak Village,PATG,TOG,TOG
PATJ,small_airport,Tok Airport,63.303333,-143.001111,1670,NA,US,US-AK,Tok,PATJ,TKJ,TKJ
PATL,medium_airport,Tatalina LRRS Airport,62.89440155,-155.977005,964,NA,US,US-AK,Takotna,PATL,TLJ,TLJ
PATQ,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,70.46730042,-157.4360046,96,NA,US,US-AK,Atqasuk,PATQ,ATK,ATK
PAUK,small_airport,Alakanuk Airport,62.68004227,-164.6599274,10,NA,US,US-AK,Alakanuk,PAUK,AUK,AUK
PAUM,small_airport,Umiat Airport,69.37110138,-152.1360016,267,NA,US,US-AK,Umiat,PAUM,UMT,UMT
PAUN,small_airport,Unalakleet Airport,63.88840103,-160.798996,27,NA,US,US-AK,Unalakleet,PAUN,UNK,UNK
PAUO,small_airport,Willow Airport,61.75419998,-150.052002,221,NA,US,US-AK,Willow,PAUO,WOW,UUO
PAVA,small_airport,Chevak Airport,61.5409,-165.6005,75,NA,US,US-AK,Chevak,PAVA,VAK,VAK
PAVC,small_airport,King Cove Airport,55.11629868,-162.2660065,155,NA,US,US-AK,King Cove,PAVC,KVC,KVC
PAVD,medium_airport,Valdez Pioneer Field,61.13389969,-146.2480011,121,NA,US,US-AK,Valdez,PAVD,VDZ,VDZ
PAVE,small_airport,Venetie Airport,67.00869751,-146.3659973,574,NA,US,US-AK,Venetie,PAVE,VEE,VEE
PAVL,medium_airport,Kivalina Airport,67.73619843,-164.5630035,13,NA,US,US-AK,Kivalina,PAVL,KVL,KVL
PAWB,small_airport,Beaver Airport,66.36219788,-147.4069977,359,NA,US,US-AK,Beaver,PAWB,WBQ,WBQ
PAWD,medium_airport,Seward Airport,60.12689972,-149.4190063,22,NA,US,US-AK,Seward,PAWD,SWD,SWD
PAWG,medium_airport,Wrangell Airport,56.48429871,-132.3699951,49,NA,US,US-AK,Wrangell,PAWG,WRG,WRG
PAWI,medium_airport,Wainwright Airport,70.63800049,-159.9949951,41,NA,US,US-AK,Wainwright,PAWI,AIN,AWI
PAWM,small_airport,White Mountain Airport,64.68920136,-163.4129944,267,NA,US,US-AK,White Mountain,PAWM,WMO,WMO
PAWN,medium_airport,Noatak Airport,67.56610107,-162.9750061,88,NA,US,US-AK,Noatak,PAWN,WTK,WTK
PAWS,medium_airport,Wasilla Airport,61.57170105,-149.5399933,354,NA,US,US-AK,Wasilla,PAWS,WWA,IYS
PAYA,medium_airport,Yakutat Airport,59.50329971,-139.6600037,33,NA,US,US-AK,Yakutat,PAYA,YAK,YAK
PBAR,closed,Baker AAF,0.192638889,-176.4788889,,OC,UM,UM-81,Baker Island,PBAR,BAR,
PCIS,medium_airport,Canton Island Airport,-2.76812005,-171.7100067,9,OC,KI,KI-P,Abariringa,PCIS,CIS,
PCO,small_airport,Punta Colorada Airport,23.575011,-109.535826,55,NA,MX,MX-BCS,La Ribera,MMPL,PCO,
PCQ,small_airport,Bounneau Airport,21.6475,101.9,3050,AS,LA,LA-PH,Phongsaly,,PCQ,
PDI,small_airport,Pindiu Airport,-6.445138889,147.5158333,2995,OC,PG,PG-MPL,Pindiu,AYPD,PDI,PDU
PE-MFT,small_airport,Machu Pichu Airport,-13.11666679,-72.56667328,9500,SA,PE,PE-HUC,Machu Pichu,,MFT,
PFAK,small_airport,Akiak Airport,60.9029007,-161.2310028,30,NA,US,US-AK,Akiak,PFAK,AKI,AKI
PFAL,small_airport,Allakaket Airport,66.55180359,-152.621994,441,NA,US,US-AK,Allakaket,PFAL,AET,6A8
PFC,small_airport,Pacific City State Airport,45.19979858,-123.961998,5,NA,US,US-OR,Pacific City,KPFC,PFC,PFC
PFCB,small_airport,Chenega Bay Airport,60.07730103,-147.9920044,72,NA,US,US-AK,Chenega,PFCB,NCN,C05
PFCL,small_airport,Clarks Point Airport,58.83369827,-158.529007,80,NA,US,US-AK,Clarks Point,PFCL,CLP,CLP
PFEL,small_airport,Elim Airport,64.61470032,-162.2720032,162,NA,US,US-AK,Elim,PFEL,ELI,ELI
PFKA,small_airport,Kasigluk Airport,60.87440109,-162.5240021,48,NA,US,US-AK,Kasigluk,PFKA,KUK,Z09
PFKK,small_airport,Kokhanok Airport,59.43320084,-154.8040009,115,NA,US,US-AK,Kokhanok,PFKK,KNK,9K2
PFKO,small_airport,Kotlik Airport,63.0306015,-163.5330048,15,NA,US,US-AK,Kotlik,PFKO,KOT,2A9
PFKT,small_airport,Brevig Mission Airport,65.33129883,-166.4660034,38,NA,US,US-AK,Brevig Mission,PFKT,KTS,KTS
PFKU,small_airport,Koyukuk Airport,64.87609863,-157.727005,149,NA,US,US-AK,Koyukuk,PFKU,KYU,KYU
PFKW,small_airport,Kwethluk Airport,60.79029846,-161.4440002,25,NA,US,US-AK,Kwethluk,PFKW,KWT,KWT
PFNO,small_airport,Robert (Bob) Curtis Memorial Airport,66.81790161,-161.0189972,55,NA,US,US-AK,Noorvik,PFNO,ORV,D76
PFSH,small_airport,Shaktoolik Airport,64.37110138,-161.223999,24,NA,US,US-AK,Shaktoolik,PFSH,SKK,2C7
PFWS,small_airport,South Naknek Nr 2 Airport,58.70339966,-157.0079956,162,NA,US,US-AK,South Naknek,PFWS,WSN,WSN
PFYU,medium_airport,Fort Yukon Airport,66.57150269,-145.25,433,NA,US,US-AK,Fort Yukon,PFYU,FYU,FYU
PG-0005,small_airport,Cape Rodney Airport,-10.179823,148.3790302,22,OC,PG,PG-CPM,Cape Rodney,,CPN,CPR
PG-0006,small_airport,Emirau Airport,-1.653949991,149.9757667,172,OC,PG,PG-NIK,Emirau Island,AYEE,EMI,ERU
PG-0007,small_airport,Erave Airport,-6.606463154,143.9002132,3650,OC,PG,PG-SHM,Erave,AYEV,ERE,ERV
PG-0008,small_airport,Esa'ala Airport,-9.874327023,150.9542084,10,OC,PG,PG-MBA,Esa'ala,,ESA,ESA
PG-0009,small_airport,Garaina Airport,-7.875625027,147.1412659,2497,OC,PG,PG-MPL,Garaina,AYGI,GAR,GNA
PG-0011,small_airport,Gonaili Airport,-5.527716614,151.5733333,40,OC,PG,PG-EBR,Gonaili,AYGL,GOE,GON
PG-0020,small_airport,Bapi Airstrip,-7.743611111,147.0205556,2930,OC,PG,PG-MPL,Bapi,AYBP,BPD,BAPI
PG-0022,small_airport,Biangabip Airport,-5.526388889,141.7445833,1069,OC,PG,PG-WPD,Biangabip,AYBQ,BPK,BIP
PG-0035,small_airport,Nowata Airport,-9.984166667,149.7291667,2040,OC,PG,PG-MBA,,,NWT,NTA
PG-0038,small_airport,Sengapi Airstrip,-5.125833333,144.3236111,6242,OC,PG,PG-MPM,Sengapi,AYSK,SGK,SNI
PG-0048,small_airport,Kibuli Airstrip,-9.006528,142.698056,54,OC,PG,PG-GPK,Kibuli,AYLI,KII,KBL
PG-AKG,small_airport,Anguganak Airport,-3.592803001,142.2545166,1616,OC,PG,PG-SAN,Anguganak,AYGU,AKG,AGK
PG-ATP,small_airport,Tadji Airport,-3.198191804,142.4309635,33,OC,PG,PG-SAN,Aitape,AYTJ,TAJ,TAD
PG-AWB,small_airport,Awaba Airport,-8.006110191,142.7483521,32,OC,PG,PG-WPD,Awaba,AYAW,AWB,AWB
PG-BAA,small_airport,Bialla Airport,-5.330560207,151.0079956,51,OC,PG,PG-WBK,"Bialla, Matalilu, Ewase",AYBL,BAA,BIA
PG-CVB,small_airport,Chungribu Airport,-4.806620121,144.7149963,130,OC,PG,PG-MPM,Chungribu,AYCB,CVB,CBU
PG-GMI,small_airport,Gasmata Island Airport,-6.271110058,150.3309937,23,OC,PG,PG-WBK,Gasmata Island,AYGT,GMI,GMA
PG-GVI,small_airport,Green River Airport,-3.902242899,141.170517,281,OC,PG,PG-SAN,Green River,AYGV,GVI,GRN
PG-HYF,small_airport,Hayfields Airport,-3.69838,143.057902,466,OC,PG,PG-ESW,Bainyik,AYHF,HYF,HFD
PG-IHU,small_airport,Ihu Airport,-7.89756012,145.3959961,70,OC,PG,PG-GPK,Ihu,AYIH,IHU,IHU
PG-IIS,small_airport,Nissan Island Airport,-4.499720097,154.2259979,52,OC,PG,PG-NSB,Nissan Island,AYIA,IIS,NIS
PG-JAQ,small_airport,Jacquinot Bay Airport,-5.652500153,151.5070038,136,OC,PG,PG-EBR,Jacquinot Bay,AYJB,JAQ,JCB
PG-KDR,small_airport,Kandrian Airport,-6.19217,149.54783,280,OC,PG,PG-WBK,Kandrian,AYKC,KDR,KDR
PG-KKD,small_airport,Kokoda Airport,-8.884678841,147.730957,1240,OC,PG,PG-NPP,Kokoda,AYKO,KKD,KOK
PG-KUY,small_airport,Kamusi Airport,-7.420347,143.121811,97,OC,PG,PG-WPD,Kamusi,AYKS,KUY,KSI
PG-KWO,small_airport,Kawito Airport,-7.977006912,142.8235779,72,OC,PG,PG-WPD,Kawito,AYKW,KWO,KWT
PG-KXR,closed,Karoola Airport,-5.1431,154.5928,52,OC,PG,PG-NSB,Buka Island,,KXR,
PG-LMI,small_airport,Lumi Airport,-3.476839511,142.0412922,1750,OC,PG,PG-SAN,Lumi,AYLU,LMI,LUMI
PG-LMY,small_airport,Lake Murray Airport,-7.00992012,141.4940033,52,OC,PG,PG-WPD,Lake Murray,AYLM,LMY,LKM
PG-OBX,small_airport,Obo Airport,-7.590622421,141.3242626,29,OC,PG,PG-WPD,Obo,AYOB,OBX,OBO
PG-OPU,medium_airport,Balimo Airport,-8.050000191,142.9329987,51,OC,PG,PG-WPD,Balimo,AYBM,OPU,BLI
PG-SKC,small_airport,Suki Airport,-8.0466,141.7222,24,OC,PG,PG-WPD,Suki,AYSU,SKC,SUKI
PG-TFI,small_airport,Tufi Airport,-9.075954437,149.3198395,85,OC,PG,PG-NPP,Tufi,AYTU,TFI,TUFI
PG-TFM,small_airport,Telefomin Airport,-5.126080464,141.641922,4950,OC,PG,PG-WPD,Telefomin,AYTE,TFM,TLF
PG-TLO,small_airport,Tol Airport,-4.980830193,152.0099945,49,OC,PG,PG-EBR,Tol,AYXO,TLO,TOL
PG-UKU,small_airport,Nuku Airport,-3.676651,142.484334,870,OC,PG,PG-SAN,Nuku,AYNU,UKU,NUKU
PG-ULE,small_airport,Sule Airport,-4.974720001,151.2969971,100,OC,PG,PG-WBK,Sule,,ULE,
PG-VMU,medium_airport,Baimuru Airport,-7.496860027,144.8199005,27,OC,PG,PG-GPK,Baimuru,AYBA,VMU,BMU
PG-WPM,small_airport,Wipim Airport,-8.788220406,142.8820038,173,OC,PG,PG-WPD,Wipim,AYXP,WPM,WPM
PGE,small_airport,Yegepa Airport,-7.134444444,146.1563889,4179,OC,PG,PG-MPL,,,PGE,YEG
PGRO,medium_airport,Rota International Airport,14.17430019,145.2429962,607,OC,MP,MP-U-A,Rota Island,PGRO,ROP,GRO
PGSN,medium_airport,Saipan International Airport,15.11900043,145.7290039,215,OC,MP,MP-U-A,Saipan Island,PGSN,SPN,GSN
PGUA,medium_airport,Andersen Air Force Base,13.58399963,144.9299927,627,OC,GU,GU-U-A,"Andersen,Mariana Island",PGUA,UAM,UAM
PGUM,large_airport,Antonio B. Won Pat International Airport,13.48340034,144.7960052,298,OC,GU,GU-U-A,"Hagåtña, Guam International Airport",PGUM,GUM,GUM
PGWT,medium_airport,Tinian International Airport,14.99919987,145.6190033,271,OC,MP,MP-U-A,Tinian Island,PGWT,TIQ,TNI
PH-0001,large_airport,Laguindingan Airport,8.612203,124.456496,190,AS,PH,PH-MSR,Cagayan de Oro City,RPMY,CGY,
PH-ENI,small_airport,El Nido Airport,11.20199966,119.4169998,,AS,PH,PH-PLW,El Nido,,ENI,
PHBK,medium_airport,Barking Sands Airport,22.02280045,-159.7850037,23,NA,US,US-HI,Kekaha,PHBK,BKH,BKH
PHDH,medium_airport,Dillingham Airfield,21.5795002,-158.1970062,14,NA,US,US-HI,Mokuleia,PHDH,HDH,HDH
PHG,small_airport,Port Harcourt City Airport,4.846111111,0,57,AF,NG,NG-RI,Port Harcourt,,PHG,
PHHI,medium_airport,Wheeler Army Airfield,21.48349953,-158.0399933,837,NA,US,US-HI,Wahiawa,PHHI,HHI,HHI
PHHN,medium_airport,Hana Airport,20.79560089,-156.0140076,78,NA,US,US-HI,Hana,PHHN,HNM,HNM
PHJH,medium_airport,Kapalua Airport,20.96290016,-156.6730042,256,NA,US,US-HI,Lahaina,PHJH,JHM,JHM
PHJR,medium_airport,Kalaeloa Airport,21.30739975,-158.0700073,30,NA,US,US-HI,Kapolei,PHJR,JRF,JRF
PHKO,medium_airport,Kona International At Keahole Airport,19.73880005,-156.0460052,47,NA,US,US-HI,Kailua/Kona,PHKO,KOA,KOA
PHLI,medium_airport,Lihue Airport,21.97599983,-159.3390045,153,NA,US,US-HI,Lihue,PHLI,LIH,LIH
